,GENE
15440,SLC25A38
15441,SLC25A39
15442,SLC25A4
15443,SLC25A40
15444,SLC25A41
15445,SLC25A42
15446,SLC25A43
15447,SLC25A44
15448,SLC25A45
15449,SLC25A46
15450,SLC25A48
15451,SLC25A5
15452,SLC25A51
15453,SLC25A53
15454,SLC25A6
15455,SLC26A1
15456,SLC26A10
15457,SLC26A11
15458,SLC26A2
15459,SLC26A4
15460,SLC26A4-AS1
15461,SLC26A6
15462,SLC26A7
15463,SLC27A1
15464,SLC27A3
15465,SLC27A4
15466,SLC27A5
15467,SLC27A6
15468,SLC28A2
15469,SLC28A3
15470,SLC29A1
15471,SLC29A2
15472,SLC29A3
15473,SLC29A4
15474,SLC2A1
15475,SLC2A10
15476,SLC2A11
15477,SLC2A12
15478,SLC2A13
15479,SLC2A14
15480,SLC2A1-AS1
15481,SLC2A2
15482,SLC2A3
15483,SLC2A4
15484,SLC2A4RG
15485,SLC2A5
15486,SLC2A6
15487,SLC2A8
15488,SLC2A9
15489,SLC30A1
15490,SLC30A10
15491,SLC30A2
15492,SLC30A3
15493,SLC30A4
15494,SLC30A5
15495,SLC30A6
15496,SLC30A7
15497,SLC30A9
15498,SLC31A1
15499,SLC31A2
15500,SLC32A1
15501,SLC33A1
15502,SLC35A1
15503,SLC35A2
15504,SLC35A3
15505,SLC35A4
15506,SLC35A5
15507,SLC35B1
15508,SLC35B2
15509,SLC35B3
15510,SLC35B4
15511,SLC35C1
15512,SLC35C2
15513,SLC35D1
15514,SLC35D2
15515,SLC35D3
15516,SLC35E1
15517,SLC35E2
15518,SLC35E2B
15519,SLC35E3
15520,SLC35E4
15521,SLC35F1
15522,SLC35F2
15523,SLC35F3
15524,SLC35F5
15525,SLC35F6
15526,SLC35G1
15527,SLC35G2
15528,SLC35G5
15529,SLC36A1
15530,SLC36A4
15531,SLC37A1
15532,SLC37A2
15533,SLC37A3
15534,SLC37A4
15535,SLC38A1
15536,SLC38A10
15537,SLC38A11
15538,SLC38A2
15539,SLC38A3
15540,SLC38A4
15541,SLC38A5
15542,SLC38A6
15543,SLC38A7
15544,SLC38A9
15545,SLC39A1
15546,SLC39A10
15547,SLC39A11
15548,SLC39A13
15549,SLC39A14
15550,SLC39A3
15551,SLC39A4
15552,SLC39A6
15553,SLC39A7
15554,SLC39A8
15555,SLC39A9
15556,SLC3A2
15557,SLC40A1
15558,SLC41A1
15559,SLC41A2
15560,SLC41A3
15561,SLC43A1
15562,SLC43A2
15563,SLC43A3
15564,SLC44A1
15565,SLC44A2
15566,SLC44A3
15567,SLC44A4
15568,SLC44A5
15569,SLC45A1
15570,SLC45A3
15571,SLC45A4
15572,SLC46A1
15573,SLC46A3
15574,SLC47A1
15575,SLC47A2
15576,SLC48A1
15577,SLC4A1
15578,SLC4A10
15579,SLC4A11
15580,SLC4A1AP
15581,SLC4A2
15582,SLC4A3
15583,SLC4A4
15584,SLC4A7
15585,SLC4A8
15586,SLC50A1
15587,SLC51A
15588,SLC51B
15589,SLC52A1
15590,SLC52A2
15591,SLC5A12
15592,SLC5A2
15593,SLC5A3
15594,SLC5A6
15595,SLC5A9
15596,SLC6A1
15597,SLC6A11
15598,SLC6A12
15599,SLC6A15
15600,SLC6A16
15601,SLC6A17
15602,SLC6A20
15603,SLC6A6
15604,SLC6A8
15605,SLC6A9
15606,SLC7A1
15607,SLC7A11
15608,SLC7A14
15609,SLC7A2
15610,SLC7A3
15611,SLC7A5
15612,SLC7A6
15613,SLC7A6OS
15614,SLC7A7
15615,SLC7A8
15616,SLC8A1
15617,SLC8A1-AS1
15618,SLC8A2
15619,SLC8A3
15620,SLC8B1
15621,SLC9A1
15622,SLC9A2
15623,SLC9A3R1
15624,SLC9A3R2
15625,SLC9A4
15626,SLC9A5
15627,SLC9A6
15628,SLC9A7
15629,SLC9A8
15630,SLC9A9
15631,SLC9B1
15632,SLC9B2
15633,SLCO1C1
15634,SLCO2A1
15635,SLCO3A1
15636,SLCO4A1
15637,SLCO4A1-AS1
15638,SLCO4C1
15639,SLCO5A1
15640,SLF1
15641,SLF2
15642,SLFN11
15643,SLFN12
15644,SLFN12L
15645,SLFN13
15646,SLFN5
15647,SLIRP
15648,SLIT1
15649,SLIT2
15650,SLIT3
15651,SLITRK1
15652,SLITRK2
15653,SLITRK3
15654,SLITRK4
15655,SLITRK5
15656,SLITRK6
15657,SLK
15658,SLMAP
15659,SLN
15660,SLPI
15661,SLTM
15662,SLU7
15663,SLX1A
15664,SLX1B
15665,SLX4
15666,SLX4IP
15667,SMAD1
15668,SMAD2
15669,SMAD3
15670,SMAD4
15671,SMAD5
15672,SMAD5-AS1
15673,SMAD6
15674,SMAD7
15675,SMAD9
15676,SMAGP
15677,SMAP1
15678,SMAP2
15679,SMARCA1
15680,SMARCA2
15681,SMARCA4
15682,SMARCA5
15683,SMARCAD1
15684,SMARCAL1
15685,SMARCB1
15686,SMARCC1
15687,SMARCC2
15688,SMARCD1
15689,SMARCD2
15690,SMARCD3
15691,SMARCE1
15692,SMC1A
15693,SMC1B
15694,SMC2
15695,SMC2-AS1
15696,SMC3
15697,SMC4
15698,SMC5
15699,SMC5-AS1
15700,SMC6
15701,SMCHD1
15702,SMCO2
15703,SMCO3
15704,SMCO4
15705,SMCR5
15706,SMCR8
15707,SMDT1
15708,SMG1
15709,SMG5
15710,SMG6
15711,SMG7
15712,SMG8
15713,SMG9
15714,SMIM1
15715,SMIM10
15716,SMIM10L1
15717,SMIM10L2A
15718,SMIM10L2B
15719,SMIM11A
15720,SMIM11B
15721,SMIM12
15722,SMIM13
15723,SMIM14
15724,SMIM15
15725,SMIM18
15726,SMIM19
15727,SMIM20
15728,SMIM24
15729,SMIM2-AS1
15730,SMIM3
15731,SMIM4
15732,SMIM5
15733,SMIM6
15734,SMIM7
15735,SMIM8
15736,SMKR1
15737,SMN1
15738,SMN2
15739,SMNDC1
15740,SMO
15741,SMOC1
15742,SMOC2
15743,SMOX
15744,SMPD1
15745,SMPD2
15746,SMPD3
15747,SMPD4
15748,SMPD5
15749,SMPDL3A
15750,SMS
15751,SMTN
15752,SMTNL2
15753,SMU1
15754,SMUG1
15755,SMURF1
15756,SMURF2
15757,SMYD2
15758,SMYD3
15759,SMYD4
15760,SMYD5
15761,SNAI1
15762,SNAI2
15763,SNAI3-AS1
15764,SNAP23
15765,SNAP25
15766,SNAP25-AS1
15767,SNAP29
15768,SNAP47
15769,SNAP91
15770,SNAPC1
15771,SNAPC2
15772,SNAPC3
15773,SNAPC4
15774,SNAPC5
15775,SNAPIN
15776,SNCA
15777,SNCAIP
15778,SNCB
15779,SNCG
15780,SND1
15781,SND1-IT1
15782,SNED1
15783,SNF8
15784,SNHG10
15785,SNHG12
15786,SNHG15
15787,SNHG18
15788,SNHG19
15789,SNHG21
15790,SNHG23
15791,SNHG24
15792,SNHG25
15793,SNHG7
15794,SNHG8
15795,SNHG9
15796,SNIP1
15797,SNN
15798,SNPH
15799,SNRK
15800,SNRNP200
15801,SNRNP25
15802,SNRNP27
15803,SNRNP35
15804,SNRNP40
15805,SNRNP48
15806,SNRNP70
15807,SNRPA
15808,SNRPA1
15809,SNRPB
15810,SNRPB2
15811,SNRPC
15812,SNRPD1
15813,SNRPD2
15814,SNRPD3
15815,SNRPE
15816,SNRPF
15817,SNRPG
15818,SNRPN
15819,SNTA1
15820,SNTB1
15821,SNTB2
15822,SNTG1
15823,SNTG2
15824,SNU13
15825,SNUPN
15826,SNURF
15827,SNW1
15828,SNX1
15829,SNX10
15830,SNX11
15831,SNX12
15832,SNX13
15833,SNX14
15834,SNX15
15835,SNX16
15836,SNX17
15837,SNX18
15838,SNX19
15839,SNX2
15840,SNX21
15841,SNX22
15842,SNX24
15843,SNX25
15844,SNX27
15845,SNX29
15846,SNX3
15847,SNX30
15848,SNX32
15849,SNX33
15850,SNX4
15851,SNX5
15852,SNX6
15853,SNX7
15854,SNX8
15855,SNX9
15856,SOAT1
15857,SOAT2
15858,SOBP
15859,SOCS1
15860,SOCS2
15861,SOCS3
15862,SOCS4
15863,SOCS5
15864,SOCS6
15865,SOCS7
15866,SOD1
15867,SOD2
15868,SOD3
15869,SOGA1
15870,SOGA3
15871,SOHLH2
15872,SON
15873,SORBS1
15874,SORBS2
15875,SORBS3
15876,SORCS1
15877,SORCS2
15878,SORCS3
15879,SORD
15880,SORL1
15881,SORT1
15882,SOS 1
15883,SOS 2
15884,SOSTDC1
15885,SOWAHA
15886,SOWAHC
15887,SOWAHD
15888,SOX1
15889,SOX10
15890,SOX11
15891,SOX12
15892,SOX13
15893,SOX14
15894,SOX15
15895,SOX18
15896,SOX2
15897,SOX21
15898,SOX21-AS1
15899,SOX3
15900,SOX30
15901,SOX4
15902,SOX5
15903,SOX6
15904,SOX7
15905,SOX8
15906,SOX9
15907,SP1
15908,SP100
15909,SP110
15910,SP140
15911,SP140L
15912,SP2
15913,SP2-AS1
15914,SP3
15915,SP4
15916,SP5
15917,SP6
15918,SP8
15919,SP9
15920,SPA17
15921,SPAG1
15922,SPAG16
15923,SPAG17
15924,SPAG4
15925,SPAG5
15926,SPAG6
15927,SPAG7
15928,SPAG8
15929,SPAG9
15930,SPANXB1
15931,SPANXC
15932,SPANXD
15933,SPARC
15934,SPARCL1
15935,SPAST
15936,SPATA12
15937,SPATA13
15938,SPATA17
15939,SPATA18
15940,SPATA2
15941,SPATA20
15942,SPATA22
15943,SPATA24
15944,SPATA2L
15945,SPATA33
15946,SPATA3-AS1
15947,SPATA4
15948,SPATA45
15949,SPATA5
15950,SPATA5L1
15951,SPATA6
15952,SPATA6L
15953,SPATA7
15954,SPATA8
15955,SPATA9
15956,SPATC1L
15957,SPATS2
15958,SPATS2L
15959,SPC24
15960,SPC25
15961,SPCS1
15962,SPCS2
15963,SPCS3
15964,SPDL1
15965,SPDYA
15966,SPDYE3
15967,SPECC1
15968,SPECC1L
15969,SPEF1
15970,SPEF2
15971,SPEG
15972,SPEN
15973,SPESP1
15974,SPG11
15975,SPG20
15976,SPG20-AS1
15977,SPG21
15978,SPG7
15979,SPHK1
15980,SPHK2
15981,SPHKAP
15982,SPI1
15983,SPICE1
15984,SPIDR
15985,SPIN1
15986,SPIN2A
15987,SPIN2B
15988,SPIN3
15989,SPIN4
15990,SPINK2
15991,SPINT1
15992,SPINT2
15993,SPIRE1
15994,SPIRE2
15995,SPN
15996,SPNS1
15997,SPNS2
15998,SPOCD1
15999,SPOCK1
16000,SPOCK2
16001,SPON1
16002,SPON2
16003,SPOP
16004,SPOPL
16005,SPP1
16006,SPPL2A
16007,SPPL2B
16008,SPPL3
16009,SPR
16010,SPRED1
16011,SPRED2
16012,SPRED3
16013,SPRN
16014,SPRR2D
16015,SPRTN
16016,SPRY1
16017,SPRY2
16018,SPRY3
16019,SPRY4
16020,SPRY4-IT1
16021,SPRYD3
16022,SPRYD4
16023,SPRYD7
16024,SPSB1
16025,SPSB2
16026,SPSB3
16027,SPSB4
16028,SPTAN1
16029,SPTB
16030,SPTBN1
16031,SPTBN2
16032,SPTBN4
16033,SPTBN5
16034,SPTLC1
16035,SPTLC2
16036,SPTLC3
16037,SPTSSA
16038,SPTSSB
16039,SPTY2D1
16040,SPTY2D1-AS1
16041,SPX
16042,SQLE
16043,SQRDL
16044,SQSTM1
16045,SRA1
16046,SRBD1
16047,SRC
16048,SRCAP
16049,SRCIN1
16050,SRD5A1
16051,SRD5A3
16052,SREBF1
16053,SREBF2
16054,SREK1
16055,SREK1IP1
16056,SRF
16057,SRFBP1
16058,SRGAP1
16059,SRGAP2
16060,SRGAP2B
16061,SRGAP2C
16062,SRGAP3
16063,SRGN
16064,SRI
16065,SRM
16066,SRP14
16067,SRP14-AS1
16068,SRP19
16069,SRP54
16070,SRP68
16071,SRP72
16072,SRP9
16073,SRPK1
16074,SRPK2
16075,SRPK3
16076,SRPRA
16077,SRPRB
16078,SRPX
16079,SRPX2
16080,SRR
16081,SRRD
16082,SRRM1
16083,SRRM2
16084,SRRM2-AS1
16085,SRRM3
16086,SRRM4
16087,SRRM5
16088,SRRT
16089,SRSF1
16090,SRSF10
16091,SRSF11
16092,SRSF12
16093,SRSF2
16094,SRSF3
16095,SRSF4
16096,SRSF5
16097,SRSF6
16098,SRSF7
16099,SRSF8
16100,SRSF9
16101,SRXN1
16102,SS18
16103,SS18L1
16104,SS18L2
16105,SSB
16106,SSBP1
16107,SSBP2
16108,SSBP3
16109,SSBP4
16110,SSC4D
16111,SSC5D
16112,SSFA2
16113,SSH1
16114,SSH2
16115,SSH3
16116,SSNA1
16117,SSPN
16118,SSPO
16119,SSR1
16120,SSR2
16121,SSR3
16122,SSR4
16123,SSRP1
16124,SSSCA1
16125,SSTR1
16126,SSTR2
16127,SSU72
16128,SSUH2
16129,SSX2IP
16130,ST13
16131,ST14
16132,ST20
16133,ST20-AS1
16134,ST20-MTHFS
16135,ST3GAL1
16136,ST3GAL2
16137,ST3GAL3
16138,ST3GAL4
16139,ST3GAL4-AS1
16140,ST3GAL5
16141,ST3GAL6
16142,ST3GAL6-AS1
16143,ST5
16144,ST6GAL1
16145,ST6GAL2
16146,ST6GALNAC2
16147,ST6GALNAC3
16148,ST6GALNAC4
16149,ST6GALNAC5
16150,ST6GALNAC6
16151,ST7
16152,ST7-AS1
16153,ST7-AS2
16154,ST7L
16155,ST8SIA1
16156,ST8SIA2
16157,ST8SIA3
16158,ST8SIA4
16159,ST8SIA5
16160,ST8SIA6-AS1
16161,STAC
16162,STAC2
16163,STAC3
16164,STAG1
16165,STAG2
16166,STAG3
16167,STAM
16168,STAM2
16169,STAM-AS1
16170,STAMBP
16171,STAMBPL1
16172,STAP2
16173,STAR
16174,STARD10
16175,STARD13
16176,STARD3
16177,STARD3NL
16178,STARD4
16179,STARD4-AS1
16180,STARD5
16181,STARD6
16182,STARD7
16183,STARD8
16184,STARD9
16185,STAT1
16186,STAT2
16187,STAT3
16188,STAT4
16189,STAT5A
16190,STAT5B
16191,STAT6
16192,STAU1
16193,STAU2
16194,STBD1
16195,STC1
16196,STC2
16197,STEAP1
16198,STEAP1B
16199,STEAP2
16200,STEAP3
16201,STEAP4
16202,STIL
16203,STIM1
16204,STIM2
16205,STIP1
16206,STK10
16207,STK11
16208,STK11IP
16209,STK16
16210,STK17A
16211,STK17B
16212,STK19
16213,STK24
16214,STK24-AS1
16215,STK25
16216,STK26
16217,STK3
16218,STK31
16219,STK32A
16220,STK32B
16221,STK32C
16222,STK33
16223,STK35
16224,STK36
16225,STK38
16226,STK38L
16227,STK39
16228,STK4
16229,STK40
16230,STKLD1
16231,STMN1
16232,STMN2
16233,STMN3
16234,STMN4
16235,STMND1
16236,STOM
16237,STOML1
16238,STOML2
16239,STON1
16240,STON1-GTF2A1L
16241,STON2
16242,STOX1
16243,STOX2
16244,STPG1
16245,STRA13
16246,STRA6
16247,STRADA
16248,STRADB
16249,STRAP
16250,STRBP
16251,STRIP1
16252,STRIP2
16253,STRN
16254,STRN3
16255,STRN4
16256,STS
16257,STT3A
16258,STT3A-AS1
16259,STT3B
16260,STUB1
16261,STX10
16262,STX11
16263,STX12
16264,STX16
16265,STX16-NPEPL1
16266,STX17
16267,STX17-AS1
16268,STX18
16269,STX18-AS1
16270,STX19
16271,STX1A
16272,STX1B
16273,STX2
16274,STX3
16275,STX4
16276,STX5
16277,STX6
16278,STX7
16279,STX8
16280,STXBP1
16281,STXBP2
16282,STXBP3
16283,STXBP4
16284,STXBP5
16285,STXBP5-AS1
16286,STXBP5L
16287,STXBP6
16288,STYK1
16289,STYX
16290,STYXL1
16291,SUB1
16292,SUCLA2
16293,SUCLA2-AS1
16294,SUCLG1
16295,SUCLG2
16296,SUCLG2-AS1
16297,SUCNR1
16298,SUCO
16299,SUDS3
16300,SUFU
16301,SUGCT
16302,SUGP1
16303,SUGP2
16304,SUGT1
16305,SULF1
16306,SULF2
16307,SULT1A1
16308,SULT1A2
16309,SULT1A3
16310,SULT1C2
16311,SULT1C4
16312,SULT1E1
16313,SULT2B1
16314,SULT4A1
16315,SULT6B1
16316,SUMF1
16317,SUMF2
16318,SUMO1
16319,SUMO2
16320,SUMO3
16321,SUMO4
16322,SUN1
16323,SUN2
16324,SUN3
16325,SUN5
16326,SUOX
16327,SUPT16H
16328,SUPT20H
16329,SUPT3H
16330,SUPT4H1
16331,SUPT5H
16332,SUPT6H
16333,SUPT7L
16334,SUPV3L1
16335,SURF1
16336,SURF2
16337,SURF4
16338,SURF6
16339,SUSD1
16340,SUSD2
16341,SUSD3
16342,SUSD4
16343,SUSD5
16344,SUSD6
16345,SUV39H1
16346,SUV39H2
16347,SUZ12
16348,SV2A
16349,SV2B
16350,SV2C
16351,SVBP
16352,SVEP1
16353,SVIL
16354,SVIL-AS1
16355,SVIP
16356,SWAP70
16357,SWI5
16358,SWSAP1
16359,SWT1
16360,SYAP1
16361,SYBU
16362,SYCE1L
16363,SYCE2
16364,SYCE3
16365,SYCP2
16366,SYCP2L
16367,SYCP3
16368,SYDE1
16369,SYDE2
16370,SYF2
16371,SYK
16372,SYMPK
16373,SYN1
16374,SYN2
16375,SYN3
16376,SYNC
16377,SYNCRIP
16378,SYNDIG1
16379,SYNE1
16380,SYNE2
16381,SYNE3
16382,SYNE4
16383,SYNGAP1
16384,SYNGR1
16385,SYNGR2
16386,SYNGR3
16387,SYNGR4
16388,SYNJ1
16389,SYNJ2
16390,SYNJ2BP
16391,SYNJ2BP-COX16
16392,SYNM
16393,SYNPO
16394,SYNPO2
16395,SYNPO2L
16396,SYNPR
16397,SYNRG
16398,SYP
16399,SYPL1
16400,SYPL2
16401,SYS1
16402,SYT1
16403,SYT10
16404,SYT11
16405,SYT12
16406,SYT14
16407,SYT15
16408,SYT16
16409,SYT17
16410,SYT2
16411,SYT3
16412,SYT4
16413,SYT5
16414,SYT6
16415,SYT7
16416,SYT8
16417,SYTL1
16418,SYTL2
16419,SYTL3
16420,SYTL4
16421,SYTL5
16422,SYVN1
16423,SZRD1
16424,SZT2
16425,TAB1
16426,TAB2
16427,TAB3
16428,TAC1
16429,TAC3
16430,TAC4
16431,TACC1
16432,TACC2
16433,TACC3
16434,TACO1
16435,TACR1
16436,TACR2
16437,TACSTD2
16438,TADA1
16439,TADA2A
16440,TADA2B
16441,TADA3
16442,TAF1
16443,TAF10
16444,TAF11
16445,TAF12
16446,TAF13
16447,TAF15
16448,TAF1A
16449,TAF1A-AS1
16450,TAF1B
16451,TAF1C
16452,TAF1D
16453,TAF2
16454,TAF3
16455,TAF4
16456,TAF4B
16457,TAF5
16458,TAF5L
16459,TAF6
16460,TAF6L
16461,TAF7
16462,TAF8
16463,TAF9
16464,TAF9B
16465,TAGLN
16466,TAGLN2
16467,TAGLN3
16468,TAL2
16469,TALDO1
16470,TAMM41
16471,TANC1
16472,TANC2
16473,TANGO2
16474,TANGO6
16475,TANK
16476,TAOK1
16477,TAOK2
16478,TAOK3
16479,TAP1
16480,TAP2
16481,TAPBP
16482,TAPBPL
16483,TAPT1
16484,TAPT1-AS1
16485,TARBP1
16486,TARBP2
16487,TARDBP
16488,TARID
16489,TARS
16490,TARS2
16491,TARSL2
16492,TAS1R1
16493,TAS2R14
16494,TAS2R30
16495,TAS2R31
16496,TAS2R4
16497,TASP1
16498,TAT-AS1
16499,TATDN1
16500,TATDN2
16501,TATDN3
16502,TAX1BP1
16503,TAX1BP3
16504,TAZ
16505,TBC1D1
16506,TBC1D10A
16507,TBC1D10B
16508,TBC1D12
16509,TBC1D13
16510,TBC1D14
16511,TBC1D15
16512,TBC1D16
16513,TBC1D17
16514,TBC1D19
16515,TBC1D2
16516,TBC1D20
16517,TBC1D22A
16518,TBC1D22B
16519,TBC1D23
16520,TBC1D24
16521,TBC1D25
16522,TBC1D2B
16523,TBC1D30
16524,TBC1D31
16525,TBC1D32
16526,TBC1D3D
16527,TBC1D4
16528,TBC1D5
16529,TBC1D7
16530,TBC1D8
16531,TBC1D8B
16532,TBC1D9
16533,TBC1D9B
16534,TBCA
16535,TBCB
16536,TBCC
16537,TBCCD1
16538,TBCD
16539,TBCE
16540,TBCEL
16541,TBCK
16542,TBK1
16543,TBKBP1
16544,TBL1X
16545,TBL1XR1
16546,TBL1Y
16547,TBL2
16548,TBL3
16549,TBP
16550,TBPL1
16551,TBR1
16552,TBRG1
16553,TBRG4
16554,TBX1
16555,TBX15
16556,TBX18
16557,TBX19
16558,TBX2
16559,TBX21
16560,TBX2-AS1
16561,TBX3
16562,TBX5
16563,TBX5-AS1
16564,TBX6
16565,TBXA2R
16566,TBXAS1
16567,TC2N
16568,TCAF1
16569,TCAF2
16570,TCAIM
16571,TCAP
16572,TCEA1
16573,TCEA2
16574,TCEA3
16575,TCEAL1
16576,TCEAL2
16577,TCEAL3
16578,TCEAL4
16579,TCEAL5
16580,TCEAL7
16581,TCEAL8
16582,TCEANC
16583,TCEANC2
16584,TCEB1
16585,TCEB2
16586,TCEB3
16587,TCEB3-AS1
16588,TCERG1
16589,TCERG1L-AS1
16590,TCF12
16591,TCF19
16592,TCF20
16593,TCF21
16594,TCF23
16595,TCF24
16596,TCF25
16597,TCF3
16598,TCF4
16599,TCF4-AS2
16600,TCF7
16601,TCF7L1
16602,TCF7L2
16603,TCFL5
16604,TCHH
16605,TCHP
16606,TCIRG1
16607,TCN2
16608,TCOF1
16609,TCP1
16610,TCP10L
16611,TCP11
16612,TCP11L1
16613,TCP11L2
16614,TCTA
16615,TCTE3
16616,TCTEX1D1
16617,TCTEX1D2
16618,TCTEX1D4
16619,TCTN1
16620,TCTN2
16621,TCTN3
16622,TDG
16623,TDO2
16624,TDP1
16625,TDP2
16626,TDRD1
16627,TDRD3
16628,TDRD7
16629,TDRG1
16630,TDRKH
16631,TDRP
16632,TEAD1
16633,TEAD2
16634,TEAD3
16635,TEAD4
16636,TEC
16637,TECPR1
16638,TECPR2
16639,TECR
16640,TECTA
16641,TECTB
16642,TEF
16643,TEFM
16644,TEK
16645,TEKT2
16646,TEKT3
16647,TEKT4
16648,TELO2
16649,TENM1
16650,TENM2
16651,TENM3
16652,TENM4
16653,TEP1
16654,TEPP
16655,TERC
16656,TERF1
16657,TERF2
16658,TERF2IP
16659,TERT
16660,TES
16661,TESC
16662,TESK1
16663,TESK2
16664,TET1
16665,TET2
16666,TET3
16667,TEX10
16668,TEX12
16669,TEX13D
16670,TEX14
16671,TEX15
16672,TEX19
16673,TEX2
16674,TEX22
16675,TEX26
16676,TEX261
16677,TEX264
16678,TEX29
16679,TEX30
16680,TEX36
16681,TEX40
16682,TEX41
16683,TEX9
16684,TF
16685,TFAM
16686,TFAP2A
16687,TFAP2A-AS1
16688,TFAP2B
16689,TFAP2C
16690,TFAP2E
16691,TFAP4
16692,TFB1M
16693,TFB2M
16694,TFCP2
16695,TFCP2L1
16696,TFDP1
16697,TFDP2
16698,TFE3
16699,TFEB
16700,TFF3
16701,TFG
16702,TFIP11
16703,TFPI
16704,TFPI2
16705,TFPT
16706,TFR2
16707,TFRC
16708,TG
16709,TGDS
16710,TGFA
16711,TGFB1
16712,TGFB1I1
16713,TGFB2
16714,TGFB2-AS1
16715,TGFB3
16716,TGFBI
16717,TGFBR1
16718,TGFBR2
16719,TGFBR3
16720,TGFBR3L
16721,TGFBRAP1
16722,TGIF1
16723,TGIF2
16724,TGM1
16725,TGM2
16726,TGM4
16727,TGM5
16728,TGOLN2
16729,TGS1
16730,THADA
16731,THAP1
16732,THAP10
16733,THAP11
16734,THAP2
16735,THAP3
16736,THAP4
16737,THAP5
16738,THAP6
16739,THAP7
16740,THAP7-AS1
16741,THAP8
16742,THAP9
16743,THAP9-AS1
16744,THBD
16745,THBS1
16746,THBS2
16747,THBS3
16748,THBS4
16749,THEM4
16750,THEM6
16751,THEMIS2
16752,THG1L
16753,THNSL1
16754,THNSL2
16755,THOC1
16756,THOC2
16757,THOC3
16758,THOC5
16759,THOC6
16760,THOC7
16761,THOP1
16762,THRA
16763,THRA1/BTR
16764,THRAP3
16765,THRB
16766,THRSP
16767,THSD1
16768,THSD4
16769,THSD7A
16770,THSD7B
16771,THTPA
16772,THUMPD1
16773,THUMPD2
16774,THUMPD3
16775,THUMPD3-AS1
16776,THY1
16777,THYN1
16778,TIA1
16779,TIAF1
16780,TIAL1
16781,TIAM1
16782,TIAM2
16783,TICAM1
16784,TICRR
16785,TIE1
16786,TIFA
16787,TIGAR
16788,TIGD1
16789,TIGD2
16790,TIGD3
16791,TIGD4
16792,TIGD5
16793,TIGD6
16794,TIGD7
16795,TIMELESS
16796,TIMM10
16797,TIMM10B
16798,TIMM13
16799,TIMM17A
16800,TIMM17B
16801,TIMM21
16802,TIMM22
16803,TIMM23
16804,TIMM23B
16805,TIMM44
16806,TIMM50
16807,TIMM8A
16808,TIMM8B
16809,TIMM9
16810,TIMMDC1
16811,TIMP1
16812,TIMP2
16813,TIMP3
16814,TIMP4
16815,TINAG
16816,TINAGL1
16817,TINCR
16818,TINF2
16819,TIPARP
16820,TIPARP-AS1
16821,TIPIN
16822,TIPRL
16823,TIRAP
16824,TJAP1
16825,TJP1
16826,TJP2
16827,TJP3
16828,TK1
16829,TK2
16830,TKFC
16831,TKT
16832,TKTL1
16833,TLCD1
16834,TLCD2
16835,TLDC1
16836,TLE1
16837,TLE2
16838,TLE3
16839,TLE4
16840,TLE6
16841,TLK1
16842,TLK2
16843,TLL1
16844,TLL2
16845,TLN1
16846,TLN2
16847,TLR1
16848,TLR2
16849,TLR3
16850,TLR4
16851,TLR5
16852,TLR6
16853,TLR7
16854,TLX1
16855,TLX2
16856,TLX3
16857,TM2D1
16858,TM2D2
16859,TM2D3
16860,TM4SF1
16861,TM4SF18
16862,TM4SF19-AS1
16863,TM4SF1-AS1
16864,TM4SF20
16865,TM4SF4
16866,TM6SF1
16867,TM6SF2
16868,TM7SF2
16869,TM7SF3
16870,TM9SF1
16871,TM9SF2
16872,TM9SF3
16873,TM9SF4
16874,TMA16
16875,TMA7
16876,TMBIM1
16877,TMBIM4
16878,TMBIM6
16879,TMC1
16880,TMC3-AS1
16881,TMC4
16882,TMC6
16883,TMC7
16884,TMC8
16885,TMCC1
16886,TMCC1-AS1
16887,TMCC2
16888,TMCC3
16889,TMCO1
16890,TMCO3
16891,TMCO4
16892,TMCO6
16893,TMED1
16894,TMED10
16895,TMED2
16896,TMED3
16897,TMED4
16898,TMED5
16899,TMED7
16900,TMED8
16901,TMED9
16902,TMEFF2
16903,TMEM100
16904,TMEM101
16905,TMEM102
16906,TMEM104
16907,TMEM105
16908,TMEM106A
16909,TMEM106B
16910,TMEM106C
16911,TMEM107
16912,TMEM108
16913,TMEM108-AS1
16914,TMEM109
16915,TMEM11
16916,TMEM110
16917,TMEM110-MUSTN1
16918,TMEM114
16919,TMEM115
16920,TMEM116
16921,TMEM117
16922,TMEM119
16923,TMEM120A
16924,TMEM120B
16925,TMEM121
16926,TMEM123
16927,TMEM125
16928,TMEM126A
16929,TMEM126B
16930,TMEM127
16931,TMEM128
16932,TMEM129
16933,TMEM130
16934,TMEM131
16935,TMEM132A
16936,TMEM132B
16937,TMEM132C
16938,TMEM132D
16939,TMEM132E
16940,TMEM133
16941,TMEM134
16942,TMEM135
16943,TMEM136
16944,TMEM138
16945,TMEM139
16946,TMEM140
16947,TMEM141
16948,TMEM143
16949,TMEM144
16950,TMEM145
16951,TMEM147
16952,TMEM147-AS1
16953,TMEM14A
16954,TMEM14B
16955,TMEM14C
16956,TMEM150A
16957,TMEM150C
16958,TMEM151A
16959,TMEM151B
16960,TMEM154
16961,TMEM155
16962,TMEM156
16963,TMEM158
16964,TMEM159
16965,TMEM160
16966,TMEM161A
16967,TMEM161B
16968,TMEM161B-AS1
16969,TMEM163
16970,TMEM164
16971,TMEM165
16972,TMEM167A
16973,TMEM167B
16974,TMEM168
16975,TMEM169
